,stop_sequence,stop_id,stop_name,stop_lat,stop_lon,route_id,route_short_name,route_long_name,route_type,route_color,route_text_color,geometry
1124,10,19838,East Malvern Railway Station (Malvern East),-37.8769300156779,145.069393002301,2-GLW-mjp-4,Glen Waverley,Glen Waverley - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.069393002301 -37.8769300156779)
1125,11,19839,Holmesglen Railway Station (Malvern East),-37.8744022200547,145.090662027436,2-GLW-mjp-4,Glen Waverley,Glen Waverley - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.090662027436 -37.8744022200547)
1126,12,19840,Jordanville Railway Station (Mount Waverley),-37.8736033933235,145.112090156436,2-GLW-mjp-4,Glen Waverley,Glen Waverley - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.112090156436 -37.8736033933235)
1127,13,19875,Mount Waverley Railway Station (Mount Waverley),-37.8752552557065,145.128055695744,2-GLW-mjp-4,Glen Waverley,Glen Waverley - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.128055695744 -37.8752552557065)
1128,14,19874,Syndal Railway Station (Glen Waverley),-37.8762296254939,145.149780487779,2-GLW-mjp-4,Glen Waverley,Glen Waverley - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.149780487779 -37.8762296254939)
1129,15,19873,Glen Waverley Railway Station (Glen Waverley),-37.8795040720133,145.162057549621,2-GLW-mjp-4,Glen Waverley,Glen Waverley - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.162057549621 -37.8795040720133)
1130,1,19943,Caulfield Railway Station (Caulfield East),-37.8774594614967,145.042524781037,2-GLW-mjp-6,Glen Waverley,Glen Waverley - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.042524781037 -37.8774594614967)
1131,2,19838,East Malvern Railway Station (Malvern East),-37.8769300156779,145.069393002301,2-GLW-mjp-6,Glen Waverley,Glen Waverley - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.069393002301 -37.8769300156779)
1132,3,19839,Holmesglen Railway Station (Malvern East),-37.8744022200547,145.090662027436,2-GLW-mjp-6,Glen Waverley,Glen Waverley - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.090662027436 -37.8744022200547)
1133,4,19840,Jordanville Railway Station (Mount Waverley),-37.8736033933235,145.112090156436,2-GLW-mjp-6,Glen Waverley,Glen Waverley - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.112090156436 -37.8736033933235)
1134,5,19875,Mount Waverley Railway Station (Mount Waverley),-37.8752552557065,145.128055695744,2-GLW-mjp-6,Glen Waverley,Glen Waverley - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.128055695744 -37.8752552557065)
1135,6,19874,Syndal Railway Station (Glen Waverley),-37.8762296254939,145.149780487779,2-GLW-mjp-6,Glen Waverley,Glen Waverley - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.149780487779 -37.8762296254939)
1136,7,19873,Glen Waverley Railway Station (Glen Waverley),-37.8795040720133,145.162057549621,2-GLW-mjp-6,Glen Waverley,Glen Waverley - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.162057549621 -37.8795040720133)
1137,1,19854,Flinders Street Railway Station (Melbourne City),-37.8183051340647,144.966964346167,2-HBG-mjp-5,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (144.966964346167 -37.8183051340647)
1138,2,19979,Jolimont-MCG Railway Station (East Melbourne),-37.8165270224448,144.984098336822,2-HBG-mjp-5,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (144.984098336822 -37.8165270224448)
1139,3,19978,West Richmond Railway Station (Richmond),-37.8149489647782,144.991422784199,2-HBG-mjp-5,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (144.991422784199 -37.8149489647782)
1140,4,19977,North Richmond Railway Station (Richmond),-37.8103983564789,144.992500261754,2-HBG-mjp-5,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (144.992500261754 -37.8103983564789)
1141,5,19976,Collingwood Railway Station (Abbotsford),-37.804525926463,144.993749666428,2-HBG-mjp-5,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (144.993749666428 -37.804525926463)
1142,6,19975,Victoria Park Railway Station (Abbotsford),-37.7991578245291,144.994451425812,2-HBG-mjp-5,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (144.994451425812 -37.7991578245291)
1143,7,19974,Clifton Hill Railway Station (Clifton Hill),-37.788657453155,144.995416701876,2-HBG-mjp-5,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (144.995416701876 -37.788657453155)
1144,8,19928,Westgarth Railway Station (Northcote),-37.7806206974617,144.999233186635,2-HBG-mjp-5,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (144.999233186635 -37.7806206974617)
1145,9,19929,Dennis Railway Station (Northcote),-37.7791872874867,145.008241630012,2-HBG-mjp-5,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.008241630012 -37.7791872874867)
1146,10,19930,Fairfield Railway Station (Fairfield),-37.7791712565692,145.016905299916,2-HBG-mjp-5,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.016905299916 -37.7791712565692)
1147,11,19931,Alphington Railway Station (Alphington),-37.778393631707,145.031254932307,2-HBG-mjp-5,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.031254932307 -37.778393631707)
1148,12,19932,Darebin Railway Station (Ivanhoe),-37.7749634109467,145.038475977422,2-HBG-mjp-5,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.038475977422 -37.7749634109467)
1149,13,19933,Ivanhoe Railway Station (Ivanhoe),-37.7688967438347,145.045425188311,2-HBG-mjp-5,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.045425188311 -37.7688967438347)
1150,14,19934,Eaglemont Railway Station (Eaglemont),-37.7635855335988,145.053942691014,2-HBG-mjp-5,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.053942691014 -37.7635855335988)
1151,15,19935,Heidelberg Railway Station (Heidelberg),-37.7570729333213,145.060685522992,2-HBG-mjp-5,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.060685522992 -37.7570729333213)
1152,16,19936,Rosanna Railway Station (Rosanna),-37.7428786002769,145.066140290226,2-HBG-mjp-5,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.066140290226 -37.7428786002769)
1153,17,19983,Macleod Railway Station (Macleod),-37.7260123045399,145.069143320059,2-HBG-mjp-5,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.069143320059 -37.7260123045399)
1154,18,19984,Watsonia Railway Station (Watsonia),-37.7109579769621,145.083793381187,2-HBG-mjp-5,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.083793381187 -37.7109579769621)
1155,19,19985,Greensborough Railway Station (Greensborough),-37.7039540802781,145.108247408528,2-HBG-mjp-5,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.108247408528 -37.7039540802781)
1156,20,19986,Montmorency Railway Station (Montmorency),-37.715296243561,145.121515737915,2-HBG-mjp-5,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.121515737915 -37.715296243561)
1157,21,19987,Eltham Railway Station (Eltham),-37.7135496724667,145.147822019567,2-HBG-mjp-5,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.147822019567 -37.7135496724667)
1158,1,19854,Flinders Street Railway Station (Melbourne City),-37.8183051340647,144.966964346167,2-HBG-mjp-9,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (144.966964346167 -37.8183051340647)
1159,2,19979,Jolimont-MCG Railway Station (East Melbourne),-37.8165270224448,144.984098336822,2-HBG-mjp-9,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (144.984098336822 -37.8165270224448)
1160,3,19978,West Richmond Railway Station (Richmond),-37.8149489647782,144.991422784199,2-HBG-mjp-9,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (144.991422784199 -37.8149489647782)
1161,4,19977,North Richmond Railway Station (Richmond),-37.8103983564789,144.992500261754,2-HBG-mjp-9,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (144.992500261754 -37.8103983564789)
1162,5,19976,Collingwood Railway Station (Abbotsford),-37.804525926463,144.993749666428,2-HBG-mjp-9,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (144.993749666428 -37.804525926463)
1163,6,19975,Victoria Park Railway Station (Abbotsford),-37.7991578245291,144.994451425812,2-HBG-mjp-9,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (144.994451425812 -37.7991578245291)
1164,7,19974,Clifton Hill Railway Station (Clifton Hill),-37.788657453155,144.995416701876,2-HBG-mjp-9,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (144.995416701876 -37.788657453155)
1165,8,19928,Westgarth Railway Station (Northcote),-37.7806206974617,144.999233186635,2-HBG-mjp-9,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (144.999233186635 -37.7806206974617)
1166,9,19929,Dennis Railway Station (Northcote),-37.7791872874867,145.008241630012,2-HBG-mjp-9,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.008241630012 -37.7791872874867)
1167,10,19930,Fairfield Railway Station (Fairfield),-37.7791712565692,145.016905299916,2-HBG-mjp-9,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.016905299916 -37.7791712565692)
1168,11,19931,Alphington Railway Station (Alphington),-37.778393631707,145.031254932307,2-HBG-mjp-9,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.031254932307 -37.778393631707)
1169,12,19932,Darebin Railway Station (Ivanhoe),-37.7749634109467,145.038475977422,2-HBG-mjp-9,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.038475977422 -37.7749634109467)
1170,13,19933,Ivanhoe Railway Station (Ivanhoe),-37.7688967438347,145.045425188311,2-HBG-mjp-9,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.045425188311 -37.7688967438347)
1171,14,19934,Eaglemont Railway Station (Eaglemont),-37.7635855335988,145.053942691014,2-HBG-mjp-9,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.053942691014 -37.7635855335988)
1172,15,19935,Heidelberg Railway Station (Heidelberg),-37.7570729333213,145.060685522992,2-HBG-mjp-9,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.060685522992 -37.7570729333213)
1173,16,19936,Rosanna Railway Station (Rosanna),-37.7428786002769,145.066140290226,2-HBG-mjp-9,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.066140290226 -37.7428786002769)
1174,17,19983,Macleod Railway Station (Macleod),-37.7260123045399,145.069143320059,2-HBG-mjp-9,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.069143320059 -37.7260123045399)
1175,18,19984,Watsonia Railway Station (Watsonia),-37.7109579769621,145.083793381187,2-HBG-mjp-9,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.083793381187 -37.7109579769621)
1176,19,19985,Greensborough Railway Station (Greensborough),-37.7039540802781,145.108247408528,2-HBG-mjp-9,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.108247408528 -37.7039540802781)
1177,20,19986,Montmorency Railway Station (Montmorency),-37.715296243561,145.121515737915,2-HBG-mjp-9,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.121515737915 -37.715296243561)
1178,21,19987,Eltham Railway Station (Eltham),-37.7135496724667,145.147822019567,2-HBG-mjp-9,Hurstbridge,Hurstbridge - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.147822019567 -37.7135496724667)
1179,5,19876,Lilydale Railway Station (Lilydale),-37.7572214858098,145.34581071753,2-LIL-mjp-11,Lilydale,Lilydale - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.34581071753 -37.7572214858098)
1180,2,19979,Jolimont-MCG Railway Station (East Melbourne),-37.8165270224448,144.984098336822,2-MER-mjp-9,Mernda,Mernda - City (Flinders Street),2,BE1014,FFFFFF,POINT (144.984098336822 -37.8165270224448)
1181,3,19978,West Richmond Railway Station (Richmond),-37.8149489647782,144.991422784199,2-MER-mjp-9,Mernda,Mernda - City (Flinders Street),2,BE1014,FFFFFF,POINT (144.991422784199 -37.8149489647782)
1182,4,19977,North Richmond Railway Station (Richmond),-37.8103983564789,144.992500261754,2-MER-mjp-9,Mernda,Mernda - City (Flinders Street),2,BE1014,FFFFFF,POINT (144.992500261754 -37.8103983564789)
1183,5,19976,Collingwood Railway Station (Abbotsford),-37.804525926463,144.993749666428,2-MER-mjp-9,Mernda,Mernda - City (Flinders Street),2,BE1014,FFFFFF,POINT (144.993749666428 -37.804525926463)
1184,6,19975,Victoria Park Railway Station (Abbotsford),-37.7991578245291,144.994451425812,2-MER-mjp-9,Mernda,Mernda - City (Flinders Street),2,BE1014,FFFFFF,POINT (144.994451425812 -37.7991578245291)
1185,7,19974,Clifton Hill Railway Station (Clifton Hill),-37.788657453155,144.995416701876,2-MER-mjp-9,Mernda,Mernda - City (Flinders Street),2,BE1014,FFFFFF,POINT (144.995416701876 -37.788657453155)
1186,8,20019,Rushall Railway Station (Fitzroy North),-37.7832171114755,144.992407080112,2-MER-mjp-9,Mernda,Mernda - City (Flinders Street),2,BE1014,FFFFFF,POINT (144.992407080112 -37.7832171114755)
1187,9,20017,Merri Railway Station (Northcote),-37.7778466758784,144.992972480499,2-MER-mjp-9,Mernda,Mernda - City (Flinders Street),2,BE1014,FFFFFF,POINT (144.992972480499 -37.7778466758784)
1188,10,20016,Northcote Railway Station (Northcote),-37.7698653716459,144.995277209925,2-MER-mjp-9,Mernda,Mernda - City (Flinders Street),2,BE1014,FFFFFF,POINT (144.995277209925 -37.7698653716459)
1189,11,20015,Croxton Railway Station (Northcote),-37.7641010022257,144.997056186716,2-MER-mjp-9,Mernda,Mernda - City (Flinders Street),2,BE1014,FFFFFF,POINT (144.997056186716 -37.7641010022257)
1190,12,20014,Thornbury Railway Station (Thornbury),-37.7550517929341,144.998571518715,2-MER-mjp-9,Mernda,Mernda - City (Flinders Street),2,BE1014,FFFFFF,POINT (144.998571518715 -37.7550517929341)
1191,13,20013,Bell Railway Station (Preston),-37.7455621218147,145.000155033589,2-MER-mjp-9,Mernda,Mernda - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.000155033589 -37.7455621218147)
1192,14,20012,Preston Railway Station (Preston),-37.7386742406058,145.000521982623,2-MER-mjp-9,Mernda,Mernda - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.000521982623 -37.7386742406058)
1193,15,20011,Regent Railway Station (Reservoir),-37.7284027712987,145.002772560524,2-MER-mjp-9,Mernda,Mernda - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.002772560524 -37.7284027712987)
1194,16,20010,Reservoir Railway Station (Reservoir),-37.7168849163538,145.006995821329,2-MER-mjp-9,Mernda,Mernda - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.006995821329 -37.7168849163538)
1195,17,20009,Ruthven Railway Station (Reservoir),-37.7078975350681,145.0095166168,2-MER-mjp-9,Mernda,Mernda - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.0095166168 -37.7078975350681)
1196,18,20008,Keon Park Railway Station (Thomastown),-37.6948701213735,145.011883817693,2-MER-mjp-9,Mernda,Mernda - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.011883817693 -37.6948701213735)
1197,19,20007,Thomastown Railway Station (Thomastown),-37.6803380889006,145.01427887056,2-MER-mjp-9,Mernda,Mernda - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.01427887056 -37.6803380889006)
1198,20,20006,Lalor Railway Station (Lalor),-37.665850746663,145.017193167352,2-MER-mjp-9,Mernda,Mernda - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.017193167352 -37.665850746663)
1199,21,20005,Epping Railway Station (Epping),-37.6521866570244,145.031067771128,2-MER-mjp-9,Mernda,Mernda - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.031067771128 -37.6521866570244)
1200,22,45795,South Morang Railway Station (South Morang),-37.6491587964718,145.067032423831,2-MER-mjp-9,Mernda,Mernda - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.067032423831 -37.6491587964718)
1201,23,52159,Middle Gorge Railway Station (South Morang),-37.6440613010316,145.092143976183,2-MER-mjp-9,Mernda,Mernda - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.092143976183 -37.6440613010316)
1202,24,52160,Hawkstowe Railway Station (South Morang),-37.6229945495232,145.097396181538,2-MER-mjp-9,Mernda,Mernda - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.097396181538 -37.6229945495232)
1203,25,52161,Mernda Railway Station (Mernda),-37.6025479723429,145.100884990291,2-MER-mjp-9,Mernda,Mernda - City (Flinders Street),2,BE1014,FFFFFF,POINT (145.100884990291 -37.6025479723429)
1204,1,19854,Flinders Street Railway Station (Melbourne City),-37.8183051340647,144.966964346167,2-PKM-mjp-8,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (144.966964346167 -37.8183051340647)
1205,2,19908,Richmond Railway Station (Richmond),-37.8240744554307,144.990164256273,2-PKM-mjp-8,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (144.990164256273 -37.8240744554307)
1206,3,19959,South Yarra Railway Station (South Yarra),-37.838449349083,144.992342213835,2-PKM-mjp-8,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (144.992342213835 -37.838449349083)
1207,7,19944,Malvern Railway Station (Malvern),-37.8662532993132,145.029293938791,2-PKM-mjp-8,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (145.029293938791 -37.8662532993132)
1208,8,19943,Caulfield Railway Station (Caulfield East),-37.8774594614967,145.042524781037,2-PKM-mjp-8,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (145.042524781037 -37.8774594614967)
1209,9,19920,Carnegie Railway Station (Carnegie),-37.8862414786376,145.058575063543,2-PKM-mjp-8,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (145.058575063543 -37.8862414786376)
1210,10,19919,Murrumbeena Railway Station (Murrumbeena),-37.8901983179745,145.067374870414,2-PKM-mjp-8,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (145.067374870414 -37.8901983179745)
1211,11,19918,Hughesdale Railway Station (Hughesdale),-37.8942488758997,145.076434737963,2-PKM-mjp-8,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (145.076434737963 -37.8942488758997)
1212,12,19917,Oakleigh Railway Station (Oakleigh),-37.9003721411489,145.08830786927,2-PKM-mjp-8,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (145.08830786927 -37.9003721411489)
1213,13,19916,Huntingdale Railway Station (Oakleigh),-37.9110173407265,145.102364317185,2-PKM-mjp-8,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (145.102364317185 -37.9110173407265)
1214,14,19915,Clayton Railway Station (Clayton),-37.92468255202,145.120534360257,2-PKM-mjp-8,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (145.120534360257 -37.92468255202)
1215,15,19914,Westall Railway Station (Clayton South),-37.9384912139036,145.13883262698,2-PKM-mjp-8,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (145.13883262698 -37.9384912139036)
1216,16,19913,Springvale Railway Station (Springvale),-37.9495087816674,145.153451830727,2-PKM-mjp-8,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (145.153451830727 -37.9495087816674)
1217,17,19891,Sandown Park Railway Station (Springvale),-37.9565045698599,145.162825890396,2-PKM-mjp-8,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (145.162825890396 -37.9565045698599)
1218,18,19890,Noble Park Railway Station (Noble Park),-37.966627676743,145.176324599832,2-PKM-mjp-8,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (145.176324599832 -37.966627676743)
1219,19,19889,Yarraman Railway Station (Noble Park),-37.9782545359294,145.191600276299,2-PKM-mjp-8,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (145.191600276299 -37.9782545359294)
1220,20,19888,Dandenong Railway Station (Dandenong),-37.9899679153852,145.209725368166,2-PKM-mjp-8,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (145.209725368166 -37.9899679153852)
1221,21,19885,Hallam Railway Station (Hallam),-38.0177403817842,145.269776796453,2-PKM-mjp-8,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (145.269776796453 -38.0177403817842)
1222,22,19884,Narre Warren Railway Station (Narre Warren),-38.0278093151715,145.303969385674,2-PKM-mjp-8,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (145.303969385674 -38.0278093151715)
1223,23,19883,Berwick Railway Station (Berwick),-38.0404082905026,145.345726085505,2-PKM-mjp-8,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (145.345726085505 -38.0404082905026)
1224,24,19882,Beaconsfield Railway Station (Beaconsfield),-38.0508313517859,145.366073739227,2-PKM-mjp-8,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (145.366073739227 -38.0508313517859)
1225,25,19881,Officer Railway Station (Officer),-38.0661457168679,145.41098723091,2-PKM-mjp-8,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (145.41098723091 -38.0661457168679)
1226,26,45794,Cardinia Road Railway Station (Pakenham),-38.0712904706666,145.437791007046,2-PKM-mjp-8,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (145.437791007046 -38.0712904706666)
1227,27,19880,Pakenham Railway Station (Pakenham),-38.0806139738095,145.486379074704,2-PKM-mjp-8,Pakenham,Pakenham - City (Flinders Street),2,279FD5,000000,POINT (145.486379074704 -38.0806139738095)
1228,1,20021,Sunshine Railway Station (Sunshine),-37.7885363319327,144.832878204954,2-SYM-mjp-4,Sunbury,Sunbury - City (Flinders Street),2,FFBE00,000000,POINT (144.832878204954 -37.7885363319327)
1229,2,20004,Albion Railway Station (Sunshine North),-37.7776528079453,144.824703607774,2-SYM-mjp-4,Sunbury,Sunbury - City (Flinders Street),2,FFBE00,000000,POINT (144.824703607774 -37.7776528079453)
1230,3,20003,Ginifer Railway Station (St Albans),-37.7600670702332,144.811348134992,2-SYM-mjp-4,Sunbury,Sunbury - City (Flinders Street),2,FFBE00,000000,POINT (144.811348134992 -37.7600670702332)
1231,4,20002,St Albans Railway Station (St Albans),-37.7448613127481,144.800050450996,2-SYM-mjp-4,Sunbury,Sunbury - City (Flinders Street),2,FFBE00,000000,POINT (144.800050450996 -37.7448613127481)
1232,5,20001,Keilor Plains Railway Station (St Albans),-37.7292793433584,144.793738065376,2-SYM-mjp-4,Sunbury,Sunbury - City (Flinders Street),2,FFBE00,000000,POINT (144.793738065376 -37.7292793433584)
1233,6,20000,Watergardens Railway Station (Sydenham),-37.7011287184617,144.77418045437,2-SYM-mjp-4,Sunbury,Sunbury - City (Flinders Street),2,FFBE00,000000,POINT (144.77418045437 -37.7011287184617)
1234,1,20021,Sunshine Railway Station (Sunshine),-37.7885363319327,144.832878204954,2-SYM-mjp-6,Sunbury,Sunbury - City (Flinders Street),2,FFBE00,000000,POINT (144.832878204954 -37.7885363319327)
1235,2,20004,Albion Railway Station (Sunshine North),-37.7776528079453,144.824703607774,2-SYM-mjp-6,Sunbury,Sunbury - City (Flinders Street),2,FFBE00,000000,POINT (144.824703607774 -37.7776528079453)
1236,3,20003,Ginifer Railway Station (St Albans),-37.7600670702332,144.811348134992,2-SYM-mjp-6,Sunbury,Sunbury - City (Flinders Street),2,FFBE00,000000,POINT (144.811348134992 -37.7600670702332)
1237,4,20002,St Albans Railway Station (St Albans),-37.7448613127481,144.800050450996,2-SYM-mjp-6,Sunbury,Sunbury - City (Flinders Street),2,FFBE00,000000,POINT (144.800050450996 -37.7448613127481)
1238,5,20001,Keilor Plains Railway Station (St Albans),-37.7292793433584,144.793738065376,2-SYM-mjp-6,Sunbury,Sunbury - City (Flinders Street),2,FFBE00,000000,POINT (144.793738065376 -37.7292793433584)
1239,6,20000,Watergardens Railway Station (Sydenham),-37.7011287184617,144.77418045437,2-SYM-mjp-6,Sunbury,Sunbury - City (Flinders Street),2,FFBE00,000000,POINT (144.77418045437 -37.7011287184617)
1240,6,20024,Middle Footscray Railway Station (Footscray),-37.8025046951313,144.891472083864,2-SYM-mjp-8,Sunbury,Sunbury - City (Flinders Street),2,FFBE00,000000,POINT (144.891472083864 -37.8025046951313)
1241,7,20023,West Footscray Railway Station (West Footscray),-37.8018026560861,144.883984791224,2-SYM-mjp-8,Sunbury,Sunbury - City (Flinders Street),2,FFBE00,000000,POINT (144.883984791224 -37.8018026560861)
1242,8,20022,Tottenham Railway Station (West Footscray),-37.7992508990898,144.862944937737,2-SYM-mjp-8,Sunbury,Sunbury - City (Flinders Street),2,FFBE00,000000,POINT (144.862944937737 -37.7992508990898)
1243,14,19924,Aircraft Railway Station (Laverton),-37.8666059463047,144.760809437357,2-WBE-mjp-11,Werribee,Werribee - City (Flinders Street),2,028430,FFFFFF,POINT (144.760809437357 -37.8666059463047)
1244,15,46468,Williams Landing Railway Station (Williams Landing),-37.8698653272992,144.747444719947,2-WBE-mjp-11,Werribee,Werribee - City (Flinders Street),2,028430,FFFFFF,POINT (144.747444719947 -37.8698653272992)
1245,16,19922,Hoppers Crossing Railway Station (Hoppers Crossing),-37.8832761791276,144.700954931478,2-WBE-mjp-11,Werribee,Werribee - City (Flinders Street),2,028430,FFFFFF,POINT (144.700954931478 -37.8832761791276)
1246,17,19921,Werribee Railway Station (Werribee),-37.8993780465718,144.661118011171,2-WBE-mjp-11,Werribee,Werribee - City (Flinders Street),2,028430,FFFFFF,POINT (144.661118011171 -37.8993780465718)
1247,14,19924,Aircraft Railway Station (Laverton),-37.8666059463047,144.760809437357,2-WBE-mjp-4,Werribee,Werribee - City (Flinders Street),2,028430,FFFFFF,POINT (144.760809437357 -37.8666059463047)
1248,15,46468,Williams Landing Railway Station (Williams Landing),-37.8698653272992,144.747444719947,2-WBE-mjp-4,Werribee,Werribee - City (Flinders Street),2,028430,FFFFFF,POINT (144.747444719947 -37.8698653272992)
1249,16,19922,Hoppers Crossing Railway Station (Hoppers Crossing),-37.8832761791276,144.700954931478,2-WBE-mjp-4,Werribee,Werribee - City (Flinders Street),2,028430,FFFFFF,POINT (144.700954931478 -37.8832761791276)
1250,17,19921,Werribee Railway Station (Werribee),-37.8993780465718,144.661118011171,2-WBE-mjp-4,Werribee,Werribee - City (Flinders Street),2,028430,FFFFFF,POINT (144.661118011171 -37.8993780465718)
