,stop_sequence,stop_id,stop_name,stop_lat,stop_lon,route_id,route_short_name,route_long_name,route_type,route_color,route_text_color,geometry
0,1,19853,Camberwell Railway Station (Camberwell),-37.8265671441721,145.058697177155,2-ALM-mjp-10,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.058697177155 -37.8265671441721)
1,2,19852,Riversdale Railway Station (Camberwell),-37.8315054341774,145.069645982205,2-ALM-mjp-10,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.069645982205 -37.8315054341774)
2,3,19851,Willison Railway Station (Camberwell),-37.835715650541,145.070297555358,2-ALM-mjp-10,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.070297555358 -37.835715650541)
3,4,19850,Hartwell Railway Station (Camberwell),-37.8439845657224,145.075559591232,2-ALM-mjp-10,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.075559591232 -37.8439845657224)
4,5,19849,Burwood Railway Station (Glen Iris),-37.8515632823222,145.080511068965,2-ALM-mjp-10,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.080511068965 -37.8515632823222)
5,6,19848,Ashburton Railway Station (Ashburton),-37.8619675331742,145.081343759057,2-ALM-mjp-10,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.081343759057 -37.8619675331742)
6,7,19847,Alamein Railway Station (Ashburton),-37.8683203919916,145.079655668512,2-ALM-mjp-10,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.079655668512 -37.8683203919916)
7,1,19853,Camberwell Railway Station (Camberwell),-37.8265671441721,145.058697177155,2-ALM-mjp-11,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.058697177155 -37.8265671441721)
8,2,19852,Riversdale Railway Station (Camberwell),-37.8315054341774,145.069645982205,2-ALM-mjp-11,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.069645982205 -37.8315054341774)
9,3,19851,Willison Railway Station (Camberwell),-37.835715650541,145.070297555358,2-ALM-mjp-11,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.070297555358 -37.835715650541)
10,4,19850,Hartwell Railway Station (Camberwell),-37.8439845657224,145.075559591232,2-ALM-mjp-11,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.075559591232 -37.8439845657224)
11,5,19849,Burwood Railway Station (Glen Iris),-37.8515632823222,145.080511068965,2-ALM-mjp-11,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.080511068965 -37.8515632823222)
12,6,19848,Ashburton Railway Station (Ashburton),-37.8619675331742,145.081343759057,2-ALM-mjp-11,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.081343759057 -37.8619675331742)
13,7,19847,Alamein Railway Station (Ashburton),-37.8683203919916,145.079655668512,2-ALM-mjp-11,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.079655668512 -37.8683203919916)
14,1,19853,Camberwell Railway Station (Camberwell),-37.8265671441721,145.058697177155,2-ALM-mjp-3,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.058697177155 -37.8265671441721)
15,2,19852,Riversdale Railway Station (Camberwell),-37.8315054341774,145.069645982205,2-ALM-mjp-3,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.069645982205 -37.8315054341774)
16,3,19851,Willison Railway Station (Camberwell),-37.835715650541,145.070297555358,2-ALM-mjp-3,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.070297555358 -37.835715650541)
17,4,19850,Hartwell Railway Station (Camberwell),-37.8439845657224,145.075559591232,2-ALM-mjp-3,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.075559591232 -37.8439845657224)
18,5,19849,Burwood Railway Station (Glen Iris),-37.8515632823222,145.080511068965,2-ALM-mjp-3,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.080511068965 -37.8515632823222)
19,6,19848,Ashburton Railway Station (Ashburton),-37.8619675331742,145.081343759057,2-ALM-mjp-3,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.081343759057 -37.8619675331742)
20,7,19847,Alamein Railway Station (Ashburton),-37.8683203919916,145.079655668512,2-ALM-mjp-3,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.079655668512 -37.8683203919916)
21,1,19853,Camberwell Railway Station (Camberwell),-37.8265671441721,145.058697177155,2-ALM-mjp-4,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.058697177155 -37.8265671441721)
22,2,19852,Riversdale Railway Station (Camberwell),-37.8315054341774,145.069645982205,2-ALM-mjp-4,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.069645982205 -37.8315054341774)
23,3,19851,Willison Railway Station (Camberwell),-37.835715650541,145.070297555358,2-ALM-mjp-4,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.070297555358 -37.835715650541)
24,4,19850,Hartwell Railway Station (Camberwell),-37.8439845657224,145.075559591232,2-ALM-mjp-4,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.075559591232 -37.8439845657224)
25,5,19849,Burwood Railway Station (Glen Iris),-37.8515632823222,145.080511068965,2-ALM-mjp-4,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.080511068965 -37.8515632823222)
26,6,19848,Ashburton Railway Station (Ashburton),-37.8619675331742,145.081343759057,2-ALM-mjp-4,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.081343759057 -37.8619675331742)
27,7,19847,Alamein Railway Station (Ashburton),-37.8683203919916,145.079655668512,2-ALM-mjp-4,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.079655668512 -37.8683203919916)
28,1,19853,Camberwell Railway Station (Camberwell),-37.8265671441721,145.058697177155,2-ALM-mjp-5,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.058697177155 -37.8265671441721)
29,2,19852,Riversdale Railway Station (Camberwell),-37.8315054341774,145.069645982205,2-ALM-mjp-5,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.069645982205 -37.8315054341774)
30,3,19851,Willison Railway Station (Camberwell),-37.835715650541,145.070297555358,2-ALM-mjp-5,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.070297555358 -37.835715650541)
31,4,19850,Hartwell Railway Station (Camberwell),-37.8439845657224,145.075559591232,2-ALM-mjp-5,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.075559591232 -37.8439845657224)
32,5,19849,Burwood Railway Station (Glen Iris),-37.8515632823222,145.080511068965,2-ALM-mjp-5,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.080511068965 -37.8515632823222)
33,6,19848,Ashburton Railway Station (Ashburton),-37.8619675331742,145.081343759057,2-ALM-mjp-5,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.081343759057 -37.8619675331742)
34,7,19847,Alamein Railway Station (Ashburton),-37.8683203919916,145.079655668512,2-ALM-mjp-5,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.079655668512 -37.8683203919916)
35,1,19853,Camberwell Railway Station (Camberwell),-37.8265671441721,145.058697177155,2-ALM-mjp-6,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.058697177155 -37.8265671441721)
36,2,19852,Riversdale Railway Station (Camberwell),-37.8315054341774,145.069645982205,2-ALM-mjp-6,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.069645982205 -37.8315054341774)
37,3,19851,Willison Railway Station (Camberwell),-37.835715650541,145.070297555358,2-ALM-mjp-6,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.070297555358 -37.835715650541)
38,4,19850,Hartwell Railway Station (Camberwell),-37.8439845657224,145.075559591232,2-ALM-mjp-6,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.075559591232 -37.8439845657224)
39,5,19849,Burwood Railway Station (Glen Iris),-37.8515632823222,145.080511068965,2-ALM-mjp-6,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.080511068965 -37.8515632823222)
40,6,19848,Ashburton Railway Station (Ashburton),-37.8619675331742,145.081343759057,2-ALM-mjp-6,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.081343759057 -37.8619675331742)
41,7,19847,Alamein Railway Station (Ashburton),-37.8683203919916,145.079655668512,2-ALM-mjp-6,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.079655668512 -37.8683203919916)
42,1,19853,Camberwell Railway Station (Camberwell),-37.8265671441721,145.058697177155,2-ALM-mjp-7,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.058697177155 -37.8265671441721)
43,2,19852,Riversdale Railway Station (Camberwell),-37.8315054341774,145.069645982205,2-ALM-mjp-7,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.069645982205 -37.8315054341774)
44,3,19851,Willison Railway Station (Camberwell),-37.835715650541,145.070297555358,2-ALM-mjp-7,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.070297555358 -37.835715650541)
45,4,19850,Hartwell Railway Station (Camberwell),-37.8439845657224,145.075559591232,2-ALM-mjp-7,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.075559591232 -37.8439845657224)
46,5,19849,Burwood Railway Station (Glen Iris),-37.8515632823222,145.080511068965,2-ALM-mjp-7,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.080511068965 -37.8515632823222)
47,6,19848,Ashburton Railway Station (Ashburton),-37.8619675331742,145.081343759057,2-ALM-mjp-7,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.081343759057 -37.8619675331742)
48,7,19847,Alamein Railway Station (Ashburton),-37.8683203919916,145.079655668512,2-ALM-mjp-7,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.079655668512 -37.8683203919916)
49,1,19853,Camberwell Railway Station (Camberwell),-37.8265671441721,145.058697177155,2-ALM-mjp-8,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.058697177155 -37.8265671441721)
50,2,19852,Riversdale Railway Station (Camberwell),-37.8315054341774,145.069645982205,2-ALM-mjp-8,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.069645982205 -37.8315054341774)
51,3,19851,Willison Railway Station (Camberwell),-37.835715650541,145.070297555358,2-ALM-mjp-8,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.070297555358 -37.835715650541)
52,4,19850,Hartwell Railway Station (Camberwell),-37.8439845657224,145.075559591232,2-ALM-mjp-8,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.075559591232 -37.8439845657224)
53,5,19849,Burwood Railway Station (Glen Iris),-37.8515632823222,145.080511068965,2-ALM-mjp-8,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.080511068965 -37.8515632823222)
54,6,19848,Ashburton Railway Station (Ashburton),-37.8619675331742,145.081343759057,2-ALM-mjp-8,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.081343759057 -37.8619675331742)
55,7,19847,Alamein Railway Station (Ashburton),-37.8683203919916,145.079655668512,2-ALM-mjp-8,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.079655668512 -37.8683203919916)
56,1,19853,Camberwell Railway Station (Camberwell),-37.8265671441721,145.058697177155,2-ALM-mjp-9,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.058697177155 -37.8265671441721)
57,2,19852,Riversdale Railway Station (Camberwell),-37.8315054341774,145.069645982205,2-ALM-mjp-9,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.069645982205 -37.8315054341774)
58,3,19851,Willison Railway Station (Camberwell),-37.835715650541,145.070297555358,2-ALM-mjp-9,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.070297555358 -37.835715650541)
59,4,19850,Hartwell Railway Station (Camberwell),-37.8439845657224,145.075559591232,2-ALM-mjp-9,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.075559591232 -37.8439845657224)
60,5,19849,Burwood Railway Station (Glen Iris),-37.8515632823222,145.080511068965,2-ALM-mjp-9,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.080511068965 -37.8515632823222)
61,6,19848,Ashburton Railway Station (Ashburton),-37.8619675331742,145.081343759057,2-ALM-mjp-9,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.081343759057 -37.8619675331742)
62,7,19847,Alamein Railway Station (Ashburton),-37.8683203919916,145.079655668512,2-ALM-mjp-9,Alamein,Alamein - City (Flinders Street),2,152C6B,FFFFFF,POINT (145.079655668512 -37.8683203919916)
63,1,19841,Flagstaff Railway Station (Melbourne City),-37.811981307387,144.955653760429,2-B31-mjp-10,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.955653760429 -37.811981307387)
64,2,19842,Melbourne Central Railway Station (Melbourne City),-37.8099387667448,144.962593535096,2-B31-mjp-10,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.962593535096 -37.8099387667448)
65,3,19843,Parliament Railway Station (Melbourne City),-37.8110540555366,144.972910916416,2-B31-mjp-10,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.972910916416 -37.8110540555366)
66,4,19854,Flinders Street Railway Station (Melbourne City),-37.8183051340647,144.966964346167,2-B31-mjp-10,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.966964346167 -37.8183051340647)
67,5,22180,Southern Cross Railway Station (Melbourne City),-37.8179364275358,144.951411219786,2-B31-mjp-10,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.951411219786 -37.8179364275358)
68,6,19973,North Melbourne Railway Station (West Melbourne),-37.8074187741802,144.94256978252,2-B31-mjp-10,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.94256978252 -37.8074187741802)
69,7,20041,Kensington Railway Station (Kensington),-37.7937802194996,144.930524437444,2-B31-mjp-10,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.930524437444 -37.7937802194996)
70,8,20040,Newmarket Railway Station (Flemington),-37.7873276709024,144.928978466737,2-B31-mjp-10,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.928978466737 -37.7873276709024)
71,9,20039,Ascot Vale Railway Station (Ascot Vale),-37.7753060851473,144.921820740203,2-B31-mjp-10,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.921820740203 -37.7753060851473)
72,10,20038,Moonee Ponds Railway Station (Moonee Ponds),-37.7657066626926,144.919160695912,2-B31-mjp-10,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.919160695912 -37.7657066626926)
73,11,20037,Essendon Railway Station (Essendon),-37.7560116950915,144.916197501013,2-B31-mjp-10,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.916197501013 -37.7560116950915)
74,12,20036,Glenbervie Railway Station (Essendon),-37.7472098464261,144.920938683118,2-B31-mjp-10,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.920938683118 -37.7472098464261)
75,13,20035,Strathmore Railway Station (Strathmore),-37.7435913223557,144.927315711579,2-B31-mjp-10,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.927315711579 -37.7435913223557)
76,14,20034,Pascoe Vale Railway Station (Pascoe Vale),-37.7307559550131,144.928195624317,2-B31-mjp-10,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.928195624317 -37.7307559550131)
77,15,20033,Oak Park Railway Station (Oak Park),-37.717949728725,144.921518773078,2-B31-mjp-10,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.921518773078 -37.717949728725)
78,16,20032,Glenroy Railway Station (Glenroy),-37.7045363302368,144.917220403897,2-B31-mjp-10,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.917220403897 -37.7045363302368)
79,17,20031,Jacana Railway Station (Glenroy),-37.6951307851368,144.915850518758,2-B31-mjp-10,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.915850518758 -37.6951307851368)
80,18,20030,Broadmeadows Railway Station (Broadmeadows),-37.6830492642131,144.919613216031,2-B31-mjp-10,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.919613216031 -37.6830492642131)
81,1,19841,Flagstaff Railway Station (Melbourne City),-37.811981307387,144.955653760429,2-B31-mjp-3,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.955653760429 -37.811981307387)
82,2,19842,Melbourne Central Railway Station (Melbourne City),-37.8099387667448,144.962593535096,2-B31-mjp-3,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.962593535096 -37.8099387667448)
83,3,19843,Parliament Railway Station (Melbourne City),-37.8110540555366,144.972910916416,2-B31-mjp-3,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.972910916416 -37.8110540555366)
84,4,19854,Flinders Street Railway Station (Melbourne City),-37.8183051340647,144.966964346167,2-B31-mjp-3,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.966964346167 -37.8183051340647)
85,5,22180,Southern Cross Railway Station (Melbourne City),-37.8179364275358,144.951411219786,2-B31-mjp-3,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.951411219786 -37.8179364275358)
86,6,19973,North Melbourne Railway Station (West Melbourne),-37.8074187741802,144.94256978252,2-B31-mjp-3,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.94256978252 -37.8074187741802)
87,7,20041,Kensington Railway Station (Kensington),-37.7937802194996,144.930524437444,2-B31-mjp-3,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.930524437444 -37.7937802194996)
88,8,20040,Newmarket Railway Station (Flemington),-37.7873276709024,144.928978466737,2-B31-mjp-3,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.928978466737 -37.7873276709024)
89,9,20039,Ascot Vale Railway Station (Ascot Vale),-37.7753060851473,144.921820740203,2-B31-mjp-3,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.921820740203 -37.7753060851473)
90,10,20038,Moonee Ponds Railway Station (Moonee Ponds),-37.7657066626926,144.919160695912,2-B31-mjp-3,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.919160695912 -37.7657066626926)
91,11,20037,Essendon Railway Station (Essendon),-37.7560116950915,144.916197501013,2-B31-mjp-3,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.916197501013 -37.7560116950915)
92,12,20036,Glenbervie Railway Station (Essendon),-37.7472098464261,144.920938683118,2-B31-mjp-3,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.920938683118 -37.7472098464261)
93,13,20035,Strathmore Railway Station (Strathmore),-37.7435913223557,144.927315711579,2-B31-mjp-3,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.927315711579 -37.7435913223557)
94,14,20034,Pascoe Vale Railway Station (Pascoe Vale),-37.7307559550131,144.928195624317,2-B31-mjp-3,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.928195624317 -37.7307559550131)
95,15,20033,Oak Park Railway Station (Oak Park),-37.717949728725,144.921518773078,2-B31-mjp-3,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.921518773078 -37.717949728725)
96,16,20032,Glenroy Railway Station (Glenroy),-37.7045363302368,144.917220403897,2-B31-mjp-3,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.917220403897 -37.7045363302368)
97,17,20031,Jacana Railway Station (Glenroy),-37.6951307851368,144.915850518758,2-B31-mjp-3,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.915850518758 -37.6951307851368)
98,18,20030,Broadmeadows Railway Station (Broadmeadows),-37.6830492642131,144.919613216031,2-B31-mjp-3,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.919613216031 -37.6830492642131)
99,1,19841,Flagstaff Railway Station (Melbourne City),-37.811981307387,144.955653760429,2-B31-mjp-4,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.955653760429 -37.811981307387)
100,2,19842,Melbourne Central Railway Station (Melbourne City),-37.8099387667448,144.962593535096,2-B31-mjp-4,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.962593535096 -37.8099387667448)
101,3,19843,Parliament Railway Station (Melbourne City),-37.8110540555366,144.972910916416,2-B31-mjp-4,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.972910916416 -37.8110540555366)
102,4,19854,Flinders Street Railway Station (Melbourne City),-37.8183051340647,144.966964346167,2-B31-mjp-4,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.966964346167 -37.8183051340647)
103,5,22180,Southern Cross Railway Station (Melbourne City),-37.8179364275358,144.951411219786,2-B31-mjp-4,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.951411219786 -37.8179364275358)
104,6,19973,North Melbourne Railway Station (West Melbourne),-37.8074187741802,144.94256978252,2-B31-mjp-4,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.94256978252 -37.8074187741802)
105,7,20041,Kensington Railway Station (Kensington),-37.7937802194996,144.930524437444,2-B31-mjp-4,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.930524437444 -37.7937802194996)
106,8,20040,Newmarket Railway Station (Flemington),-37.7873276709024,144.928978466737,2-B31-mjp-4,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.928978466737 -37.7873276709024)
107,9,20039,Ascot Vale Railway Station (Ascot Vale),-37.7753060851473,144.921820740203,2-B31-mjp-4,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.921820740203 -37.7753060851473)
108,10,20038,Moonee Ponds Railway Station (Moonee Ponds),-37.7657066626926,144.919160695912,2-B31-mjp-4,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.919160695912 -37.7657066626926)
109,11,20037,Essendon Railway Station (Essendon),-37.7560116950915,144.916197501013,2-B31-mjp-4,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.916197501013 -37.7560116950915)
110,12,20036,Glenbervie Railway Station (Essendon),-37.7472098464261,144.920938683118,2-B31-mjp-4,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.920938683118 -37.7472098464261)
111,13,20035,Strathmore Railway Station (Strathmore),-37.7435913223557,144.927315711579,2-B31-mjp-4,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.927315711579 -37.7435913223557)
112,14,20034,Pascoe Vale Railway Station (Pascoe Vale),-37.7307559550131,144.928195624317,2-B31-mjp-4,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.928195624317 -37.7307559550131)
113,15,20033,Oak Park Railway Station (Oak Park),-37.717949728725,144.921518773078,2-B31-mjp-4,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.921518773078 -37.717949728725)
114,16,20032,Glenroy Railway Station (Glenroy),-37.7045363302368,144.917220403897,2-B31-mjp-4,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.917220403897 -37.7045363302368)
115,17,20031,Jacana Railway Station (Glenroy),-37.6951307851368,144.915850518758,2-B31-mjp-4,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.915850518758 -37.6951307851368)
116,18,20030,Broadmeadows Railway Station (Broadmeadows),-37.6830492642131,144.919613216031,2-B31-mjp-4,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.919613216031 -37.6830492642131)
117,1,19854,Flinders Street Railway Station (Melbourne City),-37.8183051340647,144.966964346167,2-B31-mjp-5,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.966964346167 -37.8183051340647)
118,2,22180,Southern Cross Railway Station (Melbourne City),-37.8179364275358,144.951411219786,2-B31-mjp-5,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.951411219786 -37.8179364275358)
119,3,19973,North Melbourne Railway Station (West Melbourne),-37.8074187741802,144.94256978252,2-B31-mjp-5,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.94256978252 -37.8074187741802)
120,1,19841,Flagstaff Railway Station (Melbourne City),-37.811981307387,144.955653760429,2-B31-mjp-6,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.955653760429 -37.811981307387)
121,2,19842,Melbourne Central Railway Station (Melbourne City),-37.8099387667448,144.962593535096,2-B31-mjp-6,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.962593535096 -37.8099387667448)
122,3,19843,Parliament Railway Station (Melbourne City),-37.8110540555366,144.972910916416,2-B31-mjp-6,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.972910916416 -37.8110540555366)
123,4,19854,Flinders Street Railway Station (Melbourne City),-37.8183051340647,144.966964346167,2-B31-mjp-6,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.966964346167 -37.8183051340647)
124,5,22180,Southern Cross Railway Station (Melbourne City),-37.8179364275358,144.951411219786,2-B31-mjp-6,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.951411219786 -37.8179364275358)
125,6,19973,North Melbourne Railway Station (West Melbourne),-37.8074187741802,144.94256978252,2-B31-mjp-6,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.94256978252 -37.8074187741802)
126,7,20041,Kensington Railway Station (Kensington),-37.7937802194996,144.930524437444,2-B31-mjp-6,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.930524437444 -37.7937802194996)
127,8,20040,Newmarket Railway Station (Flemington),-37.7873276709024,144.928978466737,2-B31-mjp-6,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.928978466737 -37.7873276709024)
128,9,20039,Ascot Vale Railway Station (Ascot Vale),-37.7753060851473,144.921820740203,2-B31-mjp-6,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.921820740203 -37.7753060851473)
129,10,20038,Moonee Ponds Railway Station (Moonee Ponds),-37.7657066626926,144.919160695912,2-B31-mjp-6,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.919160695912 -37.7657066626926)
130,11,20037,Essendon Railway Station (Essendon),-37.7560116950915,144.916197501013,2-B31-mjp-6,Craigieburn,Craigieburn - City (Flinders Street),2,FFBE00,000000,POINT (144.916197501013 -37.7560116950915)
